GeneID,log2FC,pvalue,padj,baseMean,significant
Solyc00g006487.2,-0.11228542750688972,0.13500112064540418,0.24867935825592097,32.08940330967677,False
Solyc00g019950.2,1.6065921635244103,0.01033817620186675,0.03694740176190998,6.3361405520570875,False
Solyc00g020040.1,2.360598720129298,0.0022604556704845344,0.01234081551891184,11.01175502235273,False
Solyc00g021630.1,2.323041559946483,0.0008292350685556942,0.006025125167599857,6.896951944389388,True
Solyc00g021640.2,1.8988790471478396,7.82413608661468e-05,0.0012295514890680813,9.397861141651804,True
Solyc00g028960.1,0.45667385979411795,0.9684313299719446,0.9819625019753021,27.369619320254476,False
Solyc00g094530.1,1.335140724375062,0.04872720308466222,0.1169843117376583,3.3967241792113043,False
Solyc00g217960.2,0.024388252280467475,0.6082368321318747,0.7280660071195384,75.71024984135231,False
Solyc00g500039.1,1.109131501109998,0.0005887741955807591,0.004741106007149091,10.416615770163322,True
Solyc00g500062.1,0.6498246046663444,0.0014880840993864014,0.009157618633393453,43.70777370972471,False
Solyc00g500063.1,1.2298965273844311,0.03351964226048212,0.08833059697970681,1309.749483179564,False
Solyc00g500064.1,0.06123233793005383,0.6118458826551965,0.7309565115834226,1163.0183109885704,False
Solyc00g500065.1,0.9570030911327123,0.05668949653753682,0.13095174419091254,17.264985307305768,False
Solyc00g500066.1,0.7094885777328204,0.9750839868853782,0.9857112818968018,9.702402142875949,False
Solyc00g500183.1,1.6117656376129046,0.006679155704088057,0.027029473431250197,7.0022127504732605,False
Solyc00g500184.1,1.0988567088894117,0.25433247815002386,0.3964677025053752,11.314438092650066,False
Solyc00g500185.1,1.3282699764853745,0.2360077731620997,0.37499307677579047,6.476873266043628,False
Solyc00g500222.2,-0.41196832638556163,0.17535584546720953,0.30234556885130637,19.761937859575536,False
Solyc00g500228.1,1.1712339371516127,0.05976881101256702,0.13589128084160407,11.169848633455965,False
Solyc00g500250.1,1.483197280359388,0.027720120114256473,0.07683420796589581,5.862319758689747,False
Solyc00g500323.1,0.7749243057771498,0.003764251649571447,0.017761917216019815,10.50063516306,False
Solyc00g500373.1,-0.5747770946004369,0.004963626018951201,0.021799187743606997,14.489248181032318,False
Solyc01g005000.3,0.23044120724795414,0.012563891893546949,0.04282849777977712,774.6124852892659,False
Solyc01g005010.5,0.46872992915636497,0.0024593342182139466,0.013087124127854474,466.11220074916884,False
Solyc01g005020.3,-0.18634474939996415,0.0010620959111441342,0.007201359699104419,1152.0587283760435,False
Solyc01g005030.4,-0.12059500631778768,0.0465341081145513,0.1128281040498036,511.9224544552497,False
Solyc01g005040.3,-0.5282760565115854,0.13675872113272022,0.2511389732328633,49.566639638970514,False
Solyc01g005060.3,0.3606415523755151,0.017261850519414274,0.05425609081550953,69.42310597149111,False
Solyc01g005080.3,-0.16760983382411312,0.010561449214732465,0.03750821624725935,621.0417563940324,False
Solyc01g005100.4,-0.07887733940293387,0.40146987495989944,0.5482524486527892,259.23254307831786,False
Solyc01g005110.3,0.09613873311785515,0.3293552047876986,0.4773636938557597,161.22163772715274,False
Solyc01g005120.3,0.05629850803318285,0.5220878088645257,0.6579304011709962,243.75865240556647,False
Solyc01g005130.3,0.15036314230200076,0.02655454796979643,0.0744694162413072,627.2596172148053,False
Solyc01g005150.3,0.49164251114685315,0.00023493919158146785,0.002551723668554894,43.79067261412026,False
Solyc01g005160.5,0.02630391084695676,0.17401767546388247,0.3006668801416146,10.323524773379603,False
Solyc01g005210.4,0.017485550159503527,0.6913080870769689,0.7948878992834879,1322.2858302831494,False
Solyc01g005220.3,-0.6415488763862074,0.025037641209101943,0.07106150212624902,91.48469813411968,False
Solyc01g005230.5,0.5245423149013531,0.6269484689931598,0.7434327515151133,16.472923242043276,False
Solyc01g005240.4,-0.08991241959340679,0.050198845190369046,0.1195743019614076,1656.7676241816669,False
Solyc01g005250.5,0.0256884726943705,0.656063219510907,0.7670612692366915,2083.6927850229395,False
Solyc01g005253.1,-0.1651540449421201,0.05081412967618291,0.12063325601671213,154.07882092850483,False
Solyc01g005257.1,0.026136206969618932,0.7511850564366476,0.8395772422098674,347.6911403037246,False
Solyc01g005280.3,0.15811234783215514,0.06206879340179801,0.1398350122357747,82.02210807767445,False
Solyc01g005290.4,0.17926360589471774,0.04995811786575216,0.11919965762456779,406.4568581219058,False
Solyc01g005320.2,0.23743561499929722,0.5422615408168042,0.6754372063120417,12.902948050996933,False
Solyc01g005330.3,-0.2871544319917729,2.1198345175506812e-05,0.0005502921045111348,2398.7394860562076,False
Solyc01g005340.3,-0.17728265977201418,0.060649699680954516,0.13743606782587162,203.11720707225882,False
Solyc01g005350.4,-0.20218429409709998,0.09483822261713766,0.1913691213136225,17.92567522217299,False
Solyc01g005370.3,0.14167146475356887,0.7275425068544743,0.8228208813373599,12.623921542780463,False
Solyc01g005380.4,0.10180702164735567,0.23874185877169224,0.3784255468513003,290.0224916782941,False
Solyc01g005385.2,-0.3010893342372694,0.014678424172030075,0.048049738954933,79.79297161126193,False
Solyc01g005390.3,-0.2020383928669491,0.7417001768011047,0.8331437082223658,11.930379598527816,False
Solyc01g005400.3,-0.4194354825806111,0.006939602557492657,0.02777666125834356,110.3882759513382,False
Solyc01g005410.5,0.4059058784570452,0.004878248588206837,0.02155442999261473,784.125562498129,False
Solyc01g005420.2,-0.5353605447269926,0.003518954254850492,0.016943906043372352,105.99626063069438,False
Solyc01g005430.3,-0.06025972361752793,0.3970385880111956,0.544065236142342,211.55509908299481,False
Solyc01g005440.4,0.347471262198856,0.009862149052318324,0.03569098573259887,5293.958380310268,False
Solyc01g005450.3,0.351585770074102,0.00020779805807602847,0.0023372851501047317,109.78297580864847,False
Solyc01g005460.4,0.5377263943631765,2.4722996507679764e-05,0.000602342582577682,114.34552636340621,False
Solyc01g005470.3,-0.2500072315629177,0.15881775698361586,0.2809132756634475,626.8592865597511,False
Solyc01g005480.3,-0.1327814578074335,0.03672199263203592,0.09450372323423915,197.26607264213885,False
Solyc01g005490.3,0.009715860158176083,0.8281785571473133,0.8924682365091136,351.2663373748337,False
Solyc01g005520.4,-0.07399832179878486,0.5933348405689727,0.7159383603616873,5306.982215430048,False
Solyc01g005530.3,-0.14648943836426728,0.1112648318120264,0.21592689528209338,165.25995134858212,False
Solyc01g005540.5,0.02894277108646909,0.6093682257668129,0.7289488682023287,1630.4662004115896,False
