Space,Cell_Type,Stress_Axis,PhysioScore
AT_Stress_Space,leaf_light_Epidermis,Drought,1.1330712774346745
AT_Stress_Space,leaf_light_Epidermis,Hypoxia,-0.9195570074446793
AT_Stress_Space,leaf_light_Epidermis,Heat,0.36656995100969225
AT_Stress_Space,leaf_light_Epidermis,Biotic,-0.5376102946342578
AT_Stress_Space,leaf_light_Epidermis,Osmotic,0.9195570074446793
AT_Stress_Space,leaf_light_Epidermis,Salt,0.21100354598870566
AT_Stress_Space,leaf_light_Epidermis,Biotic.Hormone,-0.5376102946342578
AT_Stress_Space,leaf_light_Epidermis,Hormone,0
AT_Stress_Space,leaf_light_Epidermis,Light,1.877643365711285
AT_Stress_Space,leaf_light_Epidermis,FarRed,-0.9195570074446793
AT_Stress_Space,leaf_light_Epidermis,LowPH,1.1330712774346745
AT_Stress_Space,leaf_light_Epidermis,Nitrogen,0.9195570074446793
AT_Stress_Space,leaf_light_Epidermis,Cold,0.21100354598870566
AT_Stress_Space,leaf_light_Epidermis,FeDeficiency,0
AT_Stress_Space,leaf_light_Epidermis,Herbicide,-0.7202481992212726
AT_Stress_Space,leaf_light_Epidermis,UV,0.36656995100969225
AT_Stress_Space,leaf_light_Epidermis,Wounding,0.9195570074446793
AT_Stress_Space,leaf_light_Epidermis,Genotoxic,0.9195570074446793
AT_Stress_Space,leaf_light_Epidermis,Drought.Light,1.60967425421791
AT_Stress_Space,leaf_light_Epidermis,Radiation,-3.914114922376431
AT_Stress_Space,leaf_light_Mesophyll,Drought,2.4958219985326204
AT_Stress_Space,leaf_light_Mesophyll,Hypoxia,-0.23229088240268597
AT_Stress_Space,leaf_light_Mesophyll,Heat,1.0309809433331627
AT_Stress_Space,leaf_light_Mesophyll,Biotic,1.2802589155862887
AT_Stress_Space,leaf_light_Mesophyll,Osmotic,0.5977016125518338
AT_Stress_Space,leaf_light_Mesophyll,Salt,0.5977016125518338
AT_Stress_Space,leaf_light_Mesophyll,Biotic.Hormone,1.2802589155862887
AT_Stress_Space,leaf_light_Mesophyll,Hormone,3.6867647812440154
AT_Stress_Space,leaf_light_Mesophyll,Light,4.166757722363629
AT_Stress_Space,leaf_light_Mesophyll,FarRed,-3.6867647812440154
AT_Stress_Space,leaf_light_Mesophyll,LowPH,1.8372564077714661
AT_Stress_Space,leaf_light_Mesophyll,Nitrogen,3.264938116302533
AT_Stress_Space,leaf_light_Mesophyll,Cold,0.23229088240268597
AT_Stress_Space,leaf_light_Mesophyll,FeDeficiency,5.244760234364902
AT_Stress_Space,leaf_light_Mesophyll,Herbicide,0.5977016125518338
AT_Stress_Space,leaf_light_Mesophyll,UV,1.2802589155862887
AT_Stress_Space,leaf_light_Mesophyll,Wounding,-0.8073549220576042
AT_Stress_Space,leaf_light_Mesophyll,Genotoxic,-2.4958219985326204
AT_Stress_Space,leaf_light_Mesophyll,Drought.Light,8.414685235807214
AT_Stress_Space,leaf_light_Mesophyll,Radiation,-1.2802589155862887
AT_Stress_Space,root_cond_Cortex,Drought,-0.3439544012173613
AT_Stress_Space,root_cond_Cortex,Hypoxia,3.1963972128035034
AT_Stress_Space,root_cond_Cortex,Heat,0.624855227844669
AT_Stress_Space,root_cond_Cortex,Biotic,0.3439544012173613
AT_Stress_Space,root_cond_Cortex,Osmotic,0.624855227844669
AT_Stress_Space,root_cond_Cortex,Salt,2.1183947008022304
AT_Stress_Space,root_cond_Cortex,Biotic.Hormone,0.3439544012173613
AT_Stress_Space,root_cond_Cortex,Hormone,2.6114347120823473
AT_Stress_Space,root_cond_Cortex,Light,0.9233787183970876
AT_Stress_Space,root_cond_Cortex,FarRed,0
AT_Stress_Space,root_cond_Cortex,LowPH,2.1183947008022304
AT_Stress_Space,root_cond_Cortex,Nitrogen,0.9233787183970876
AT_Stress_Space,root_cond_Cortex,Cold,3.1963972128035034
AT_Stress_Space,root_cond_Cortex,FeDeficiency,-0.9233787183970876
AT_Stress_Space,root_cond_Cortex,Herbicide,0.3439544012173613
AT_Stress_Space,root_cond_Cortex,UV,0.3439544012173613
AT_Stress_Space,root_cond_Cortex,Wounding,1.2788593729954765
AT_Stress_Space,root_cond_Cortex,Genotoxic,0.3439544012173613
AT_Stress_Space,root_cond_Cortex,Drought.Light,-0.9233787183970876
AT_Stress_Space,root_cond_Cortex,Radiation,-0.10893437155316406
AT_Stress_Space,root_cond_Exodermis,Drought,0.9233787183970876
AT_Stress_Space,root_cond_Exodermis,Hypoxia,3.1963972128035034
AT_Stress_Space,root_cond_Exodermis,Heat,0.10893437155316406
AT_Stress_Space,root_cond_Exodermis,Biotic,1.6658824961047238
AT_Stress_Space,root_cond_Exodermis,Osmotic,3.1963972128035034
AT_Stress_Space,root_cond_Exodermis,Salt,1.2788593729954765
AT_Stress_Space,root_cond_Exodermis,Biotic.Hormone,0.3439544012173613
AT_Stress_Space,root_cond_Exodermis,Hormone,5.366322214245816
AT_Stress_Space,root_cond_Exodermis,Light,-0.624855227844669
AT_Stress_Space,root_cond_Exodermis,FarRed,1.2788593729954765
AT_Stress_Space,root_cond_Exodermis,LowPH,0.624855227844669
AT_Stress_Space,root_cond_Exodermis,Nitrogen,0.3439544012173613
AT_Stress_Space,root_cond_Exodermis,Cold,3.7813597135246595
AT_Stress_Space,root_cond_Exodermis,FeDeficiency,-0.624855227844669
AT_Stress_Space,root_cond_Exodermis,Herbicide,0
AT_Stress_Space,root_cond_Exodermis,UV,0.624855227844669
AT_Stress_Space,root_cond_Exodermis,Wounding,1.6658824961047238
AT_Stress_Space,root_cond_Exodermis,Genotoxic,0.3439544012173613
AT_Stress_Space,root_cond_Exodermis,Drought.Light,-0.624855227844669
AT_Stress_Space,root_cond_Exodermis,Radiation,0.624855227844669
AT_Stress_Meta,leaf_light_Epidermis,DrouSaTic,0.5376102946342578
AT_Stress_Meta,leaf_light_Epidermis,Hypoxia,-0.9195570074446793
AT_Stress_Meta,leaf_light_Epidermis,Heat,0.36656995100969225
AT_Stress_Meta,leaf_light_Epidermis,BioMone,-0.0669632152670237
AT_Stress_Meta,leaf_light_Epidermis,LighUV,1.60967425421791
AT_Stress_Meta,leaf_light_Epidermis,FarRed,-0.9195570074446793
AT_Stress_Meta,leaf_light_Epidermis,LowPH,1.1330712774346745
AT_Stress_Meta,leaf_light_Epidermis,Nitrogen,0.9195570074446793
AT_Stress_Meta,leaf_light_Epidermis,Cold,0.21100354598870566
AT_Stress_Meta,leaf_light_Epidermis,FeDeficiency,0
AT_Stress_Meta,leaf_light_Epidermis,Herbicide,-0.7202481992212726
AT_Stress_Meta,leaf_light_Epidermis,Wounding,0.9195570074446793
AT_Stress_Meta,leaf_light_Epidermis,Genotoxic,0.9195570074446793
AT_Stress_Meta,leaf_light_Epidermis,Drought.Light,1.60967425421791
