Space,Cell_Type,Stress_Axis,PhysioScore
AT_Stress_Meta,leaf_light_Epidermis,Radiation,-3.914114922376431
AT_Stress_Meta,leaf_light_Mesophyll,DrouSaTic,1.8372564077714661
AT_Stress_Meta,leaf_light_Mesophyll,Hypoxia,-0.23229088240268597
AT_Stress_Meta,leaf_light_Mesophyll,Heat,1.0309809433331627
AT_Stress_Meta,leaf_light_Mesophyll,BioMone,3.264938116302533
AT_Stress_Meta,leaf_light_Mesophyll,LighUV,2.8600963841295775
AT_Stress_Meta,leaf_light_Mesophyll,FarRed,-3.6867647812440154
AT_Stress_Meta,leaf_light_Mesophyll,LowPH,1.8372564077714661
AT_Stress_Meta,leaf_light_Mesophyll,Nitrogen,3.264938116302533
AT_Stress_Meta,leaf_light_Mesophyll,Cold,0.23229088240268597
AT_Stress_Meta,leaf_light_Mesophyll,FeDeficiency,5.244760234364902
AT_Stress_Meta,leaf_light_Mesophyll,Herbicide,0.5977016125518338
AT_Stress_Meta,leaf_light_Mesophyll,Wounding,-0.8073549220576042
AT_Stress_Meta,leaf_light_Mesophyll,Genotoxic,-2.4958219985326204
AT_Stress_Meta,leaf_light_Mesophyll,Drought.Light,8.414685235807214
AT_Stress_Meta,leaf_light_Mesophyll,Radiation,-1.2802589155862887
AT_Stress_Meta,root_cond_Cortex,DrouSaTic,0.10893437155316406
AT_Stress_Meta,root_cond_Cortex,Hypoxia,3.1963972128035034
AT_Stress_Meta,root_cond_Cortex,Heat,0.624855227844669
AT_Stress_Meta,root_cond_Cortex,BioMone,0.3439544012173613
AT_Stress_Meta,root_cond_Cortex,LighUV,0.624855227844669
AT_Stress_Meta,root_cond_Cortex,FarRed,0
AT_Stress_Meta,root_cond_Cortex,LowPH,2.1183947008022304
AT_Stress_Meta,root_cond_Cortex,Nitrogen,0.9233787183970876
AT_Stress_Meta,root_cond_Cortex,Cold,3.1963972128035034
AT_Stress_Meta,root_cond_Cortex,FeDeficiency,-0.9233787183970876
AT_Stress_Meta,root_cond_Cortex,Herbicide,0.3439544012173613
AT_Stress_Meta,root_cond_Cortex,Wounding,1.2788593729954765
AT_Stress_Meta,root_cond_Cortex,Genotoxic,0.3439544012173613
AT_Stress_Meta,root_cond_Cortex,Drought.Light,-0.9233787183970876
AT_Stress_Meta,root_cond_Cortex,Radiation,-0.10893437155316406
AT_Stress_Meta,root_cond_Exodermis,DrouSaTic,0.9233787183970876
AT_Stress_Meta,root_cond_Exodermis,Hypoxia,3.1963972128035034
AT_Stress_Meta,root_cond_Exodermis,Heat,0.10893437155316406
AT_Stress_Meta,root_cond_Exodermis,BioMone,2.1183947008022304
AT_Stress_Meta,root_cond_Exodermis,LighUV,-0.624855227844669
AT_Stress_Meta,root_cond_Exodermis,FarRed,1.2788593729954765
AT_Stress_Meta,root_cond_Exodermis,LowPH,0.624855227844669
AT_Stress_Meta,root_cond_Exodermis,Nitrogen,0.3439544012173613
AT_Stress_Meta,root_cond_Exodermis,Cold,3.7813597135246595
AT_Stress_Meta,root_cond_Exodermis,FeDeficiency,-0.624855227844669
AT_Stress_Meta,root_cond_Exodermis,Herbicide,0
AT_Stress_Meta,root_cond_Exodermis,Wounding,1.6658824961047238
AT_Stress_Meta,root_cond_Exodermis,Genotoxic,0.3439544012173613
AT_Stress_Meta,root_cond_Exodermis,Drought.Light,-0.624855227844669
AT_Stress_Meta,root_cond_Exodermis,Radiation,0.624855227844669
AT_RNAseq,leaf_light_Epidermis,Biotic,0
AT_RNAseq,leaf_light_Epidermis,UV,-0.9233787183970876
AT_RNAseq,leaf_light_Epidermis,Drought,2.6114347120823473
AT_RNAseq,leaf_light_Epidermis,Biotic.Drought,2.6114347120823473
AT_RNAseq,leaf_light_Epidermis,Biotic.Biotic,0.9233787183970876
AT_RNAseq,leaf_light_Epidermis,Drought.Biotic,0
AT_RNAseq,leaf_light_Epidermis,Hormone,2.1183947008022304
AT_RNAseq,leaf_light_Mesophyll,Biotic,0.6658824961047235
AT_RNAseq,leaf_light_Mesophyll,UV,-2.3663222142458156
AT_RNAseq,leaf_light_Mesophyll,Drought,2.3663222142458156
AT_RNAseq,leaf_light_Mesophyll,Biotic.Drought,2.9068905956085187
AT_RNAseq,leaf_light_Mesophyll,Biotic.Biotic,0.11839470080223038
AT_RNAseq,leaf_light_Mesophyll,Drought.Biotic,0.6658824961047235
AT_RNAseq,leaf_light_Mesophyll,Hormone,2.3663222142458156
AT_RNAseq,root_cond_Cortex,Biotic,0.48542682717024194
AT_RNAseq,root_cond_Cortex,UV,0.14438990933517462
AT_RNAseq,root_cond_Cortex,Drought,-0.48542682717024194
AT_RNAseq,root_cond_Cortex,Biotic.Drought,0.8687554667217475
AT_RNAseq,root_cond_Cortex,Biotic.Biotic,2.584962500721156
AT_RNAseq,root_cond_Cortex,Drought.Biotic,0.48542682717024194
AT_RNAseq,root_cond_Cortex,Hormone,1.3923174227787605
AT_RNAseq,root_cond_Exodermis,Biotic,1.9328858041414632
AT_RNAseq,root_cond_Exodermis,UV,-0.14438990933517495
AT_RNAseq,root_cond_Exodermis,Drought,0
AT_RNAseq,root_cond_Exodermis,Biotic.Drought,0.8687554667217475
AT_RNAseq,root_cond_Exodermis,Biotic.Biotic,2.584962500721156
AT_RNAseq,root_cond_Exodermis,Drought.Biotic,0.14438990933517462
AT_RNAseq,root_cond_Exodermis,Hormone,3.3923174227787602
