Space,Organ,Contrast,Stress_Axis,PhysioScore
AT_Stress_Space,Root,Ground_Blue,Hypoxia,3.348897288444312
AT_Stress_Space,Root,Ground_Blue,Heat,1.527646902982667
AT_Stress_Space,Root,Ground_Blue,Biotic,-23.03975472836844
AT_Stress_Space,Root,Ground_Blue,Osmotic,-2.168279002086567
AT_Stress_Space,Root,Ground_Blue,Salt,-1.2014309996327948
AT_Stress_Space,Root,Ground_Blue,Biotic.Hormone,-26.28689386660433
AT_Stress_Space,Root,Ground_Blue,Hormone,-5.744632707284242
AT_Stress_Space,Root,Ground_Blue,Light,7.869812830441333
AT_Stress_Space,Root,Ground_Blue,FarRed,0.17498977821069475
AT_Stress_Space,Root,Ground_Blue,LowPH,-2.2932876054676714
AT_Stress_Space,Root,Ground_Blue,Nitrogen,-1.0535586213038377
AT_Stress_Space,Root,Ground_Blue,Cold,-9.225281157921435
AT_Stress_Space,Root,Ground_Blue,FeDeficiency,0.28169965128943564
AT_Stress_Space,Root,Ground_Blue,Herbicide,-2.2703770337419793
AT_Stress_Space,Root,Ground_Blue,UV,1.110925166335811
AT_Stress_Space,Root,Ground_Blue,Wounding,-6.278932396953065
AT_Stress_Space,Root,Ground_Blue,Genotoxic,-6.641494245459362
AT_Stress_Space,Root,Ground_Blue,Drought.Light,-5.49865215318677
AT_Stress_Space,Root,Ground_Blue,Radiation,-0.12739179414261145
AT_Stress_Space,Leaf,Flight_Effect_Red,Drought,-10.520942787040852
AT_Stress_Space,Leaf,Flight_Effect_Red,Hypoxia,-14.204331197859762
AT_Stress_Space,Leaf,Flight_Effect_Red,Heat,-9.294284805425185
AT_Stress_Space,Leaf,Flight_Effect_Red,Biotic,7.707191685106025
AT_Stress_Space,Leaf,Flight_Effect_Red,Osmotic,-17.391560388214415
AT_Stress_Space,Leaf,Flight_Effect_Red,Salt,-1.4366657126721925
AT_Stress_Space,Leaf,Flight_Effect_Red,Biotic.Hormone,10.31966755029899
AT_Stress_Space,Leaf,Flight_Effect_Red,Hormone,-3.077785791277507
AT_Stress_Space,Leaf,Flight_Effect_Red,Light,-27.17274243332131
AT_Stress_Space,Leaf,Flight_Effect_Red,FarRed,-15.827777352887498
AT_Stress_Space,Leaf,Flight_Effect_Red,LowPH,-0.8787327271309158
AT_Stress_Space,Leaf,Flight_Effect_Red,Nitrogen,4.778666965697225
AT_Stress_Space,Leaf,Flight_Effect_Red,Cold,6.214975477402165
AT_Stress_Space,Leaf,Flight_Effect_Red,FeDeficiency,2.1027844963362416
AT_Stress_Space,Leaf,Flight_Effect_Red,Herbicide,0.6254960181951075
AT_Stress_Space,Leaf,Flight_Effect_Red,UV,-16.77098707210981
AT_Stress_Space,Leaf,Flight_Effect_Red,Wounding,-9.455772815138333
AT_Stress_Space,Leaf,Flight_Effect_Red,Genotoxic,-17.06223895593825
AT_Stress_Space,Leaf,Flight_Effect_Red,Drought.Light,-24.670975232824087
AT_Stress_Space,Leaf,Flight_Effect_Red,Radiation,-1.3589022496752772
AT_Stress_Space,Root,Flight_Effect_Red,Drought,6.012144905308813
AT_Stress_Space,Root,Flight_Effect_Red,Hypoxia,0.8415331813314058
AT_Stress_Space,Root,Flight_Effect_Red,Heat,1.5322292622247375
AT_Stress_Space,Root,Flight_Effect_Red,Biotic,9.895694308508167
AT_Stress_Space,Root,Flight_Effect_Red,Osmotic,4.745486181447016
AT_Stress_Space,Root,Flight_Effect_Red,Salt,0.4955139727191894
AT_Stress_Space,Root,Flight_Effect_Red,Biotic.Hormone,14.244683520198487
AT_Stress_Space,Root,Flight_Effect_Red,Hormone,12.07001340594506
AT_Stress_Space,Root,Flight_Effect_Red,Light,-11.240938741120619
AT_Stress_Space,Root,Flight_Effect_Red,FarRed,1.0652346935996646
AT_Stress_Space,Root,Flight_Effect_Red,LowPH,-3.83324003632361
AT_Stress_Space,Root,Flight_Effect_Red,Nitrogen,16.75759335557327
AT_Stress_Space,Root,Flight_Effect_Red,Cold,3.855277129245915
AT_Stress_Space,Root,Flight_Effect_Red,FeDeficiency,2.933046929297814
AT_Stress_Space,Root,Flight_Effect_Red,Herbicide,6.658440353884558
AT_Stress_Space,Root,Flight_Effect_Red,UV,3.13890072214045
AT_Stress_Space,Root,Flight_Effect_Red,Wounding,13.819413639950403
AT_Stress_Space,Root,Flight_Effect_Red,Genotoxic,-2.1342071944191634
AT_Stress_Space,Root,Flight_Effect_Red,Drought.Light,-1.9632969455171376
AT_Stress_Space,Root,Flight_Effect_Red,Radiation,5.6371524880261985
AT_Stress_Space,Leaf,Flight_Effect_Blue,Drought,-15.239813584642974
AT_Stress_Space,Leaf,Flight_Effect_Blue,Hypoxia,-9.929021495902955
AT_Stress_Space,Leaf,Flight_Effect_Blue,Heat,-16.916293390525304
AT_Stress_Space,Leaf,Flight_Effect_Blue,Biotic,16.923306344391253
AT_Stress_Space,Leaf,Flight_Effect_Blue,Osmotic,-11.424572921474947
AT_Stress_Space,Leaf,Flight_Effect_Blue,Salt,1.589007695205627
AT_Stress_Space,Leaf,Flight_Effect_Blue,Biotic.Hormone,10.084618929931043
AT_Stress_Space,Leaf,Flight_Effect_Blue,Hormone,1.703176848547251
AT_Stress_Space,Leaf,Flight_Effect_Blue,Light,-32.202075468767916
AT_Stress_Space,Leaf,Flight_Effect_Blue,FarRed,-23.676893476897177
AT_Stress_Space,Leaf,Flight_Effect_Blue,LowPH,-1.4287911214575701
AT_Stress_Space,Leaf,Flight_Effect_Blue,Nitrogen,2.7711433233059264
AT_Stress_Space,Leaf,Flight_Effect_Blue,Cold,-0.0507611506857355
AT_Stress_Space,Leaf,Flight_Effect_Blue,FeDeficiency,1.5332839399139446
AT_Stress_Space,Leaf,Flight_Effect_Blue,Herbicide,-3.5019978849614
AT_Stress_Space,Leaf,Flight_Effect_Blue,UV,-6.906844687445227
AT_Stress_Space,Leaf,Flight_Effect_Blue,Wounding,-0.8391779002943087
AT_Stress_Space,Leaf,Flight_Effect_Blue,Genotoxic,-4.357965142880608
AT_Stress_Space,Leaf,Flight_Effect_Blue,Drought.Light,-35.17232255796705
AT_Stress_Space,Leaf,Flight_Effect_Blue,Radiation,3.3718619339033196
AT_Stress_Space,Root,Flight_Effect_Blue,Drought,6.339982162865595
AT_Stress_Space,Root,Flight_Effect_Blue,Hypoxia,-12.953621248344561
AT_Stress_Space,Root,Flight_Effect_Blue,Heat,-16.73707009625181
AT_Stress_Space,Root,Flight_Effect_Blue,Biotic,41.8800440459769
AT_Stress_Space,Root,Flight_Effect_Blue,Osmotic,2.2560254424795008
AT_Stress_Space,Root,Flight_Effect_Blue,Salt,-4.654039498049079
AT_Stress_Space,Root,Flight_Effect_Blue,Biotic.Hormone,58.41930964888937
AT_Stress_Space,Root,Flight_Effect_Blue,Hormone,14.563613821475204
AT_Stress_Space,Root,Flight_Effect_Blue,Light,-29.141595756372045
AT_Stress_Space,Root,Flight_Effect_Blue,FarRed,-0.21394227176298009
AT_Stress_Space,Root,Flight_Effect_Blue,LowPH,-14.403878684185734
AT_Stress_Space,Root,Flight_Effect_Blue,Nitrogen,17.280992615089787
AT_Stress_Space,Root,Flight_Effect_Blue,Cold,13.633388772501753
AT_Stress_Space,Root,Flight_Effect_Blue,FeDeficiency,-4.331327026950371
AT_Stress_Space,Root,Flight_Effect_Blue,Herbicide,6.024781908745046
AT_Stress_Space,Root,Flight_Effect_Blue,UV,-4.324091796021835
AT_Stress_Space,Root,Flight_Effect_Blue,Wounding,11.14521805167626
AT_Stress_Space,Root,Flight_Effect_Blue,Genotoxic,5.56847092207889
AT_Stress_Space,Root,Flight_Effect_Blue,Drought.Light,-5.23640511398383
AT_Stress_Space,Root,Flight_Effect_Blue,Radiation,-0.16726253209648814
AT_Stress_Space,Leaf,Light_Effect_Flight,Drought,11.637332301134611
AT_Stress_Space,Leaf,Light_Effect_Flight,Hypoxia,-0.3408333950426172
AT_Stress_Space,Leaf,Light_Effect_Flight,Heat,6.768680322547835
AT_Stress_Space,Leaf,Light_Effect_Flight,Biotic,3.4313901453791615
AT_Stress_Space,Leaf,Light_Effect_Flight,Osmotic,-5.411257866076413
AT_Stress_Space,Leaf,Light_Effect_Flight,Salt,-3.150341112740448
AT_Stress_Space,Leaf,Light_Effect_Flight,Biotic.Hormone,4.4887172552002506
AT_Stress_Space,Leaf,Light_Effect_Flight,Hormone,-0.48926831973054186
AT_Stress_Space,Leaf,Light_Effect_Flight,Light,7.167283159633527
AT_Stress_Space,Leaf,Light_Effect_Flight,FarRed,5.971985661462465
AT_Stress_Space,Leaf,Light_Effect_Flight,LowPH,-0.8586973609408383
AT_Stress_Space,Leaf,Light_Effect_Flight,Nitrogen,1.5917143392112334
AT_Stress_Space,Leaf,Light_Effect_Flight,Cold,7.273424164950905
AT_Stress_Space,Leaf,Light_Effect_Flight,FeDeficiency,1.4222772526715162
AT_Stress_Space,Leaf,Light_Effect_Flight,Herbicide,5.749913908042455
AT_Stress_Space,Leaf,Light_Effect_Flight,UV,-10.994646664644307
AT_Stress_Space,Leaf,Light_Effect_Flight,Wounding,-8.952779579889562
AT_Stress_Space,Leaf,Light_Effect_Flight,Genotoxic,-13.75676320339824
AT_Stress_Space,Leaf,Light_Effect_Flight,Drought.Light,8.4733022067579
AT_Stress_Space,Leaf,Light_Effect_Flight,Radiation,-4.019144690834102
AT_Stress_Space,Root,Light_Effect_Flight,Drought,3.6637571324013427
AT_Stress_Space,Root,Light_Effect_Flight,Hypoxia,10.639645177232559
AT_Stress_Space,Root,Light_Effect_Flight,Heat,15.739149666314475
AT_Stress_Space,Root,Light_Effect_Flight,Biotic,-5.702128994909005
AT_Stress_Space,Root,Light_Effect_Flight,Osmotic,3.6547478132581204
AT_Stress_Space,Root,Light_Effect_Flight,Salt,5.254788270761068
AT_Stress_Space,Root,Light_Effect_Flight,Biotic.Hormone,-16.496561328384793
AT_Stress_Space,Root,Light_Effect_Flight,Hormone,2.9377072390832843
AT_Stress_Space,Root,Light_Effect_Flight,Light,9.2124981008158
AT_Stress_Space,Root,Light_Effect_Flight,FarRed,2.264591874973993
AT_Stress_Space,Root,Light_Effect_Flight,LowPH,14.024234033699672
AT_Stress_Space,Root,Light_Effect_Flight,Nitrogen,0.9606123417255041
AT_Stress_Space,Root,Light_Effect_Flight,Cold,-3.8630597022790716
AT_Stress_Space,Root,Light_Effect_Flight,FeDeficiency,8.168676840334205
AT_Stress_Space,Root,Light_Effect_Flight,Herbicide,2.8444570035041004
AT_Stress_Space,Root,Light_Effect_Flight,UV,6.51442962987131
AT_Stress_Space,Root,Light_Effect_Flight,Wounding,6.948820236464115
AT_Stress_Space,Root,Light_Effect_Flight,Genotoxic,-0.9894858539747189
AT_Stress_Space,Root,Light_Effect_Flight,Drought.Light,6.898466464571493
AT_Stress_Space,Root,Light_Effect_Flight,Radiation,4.688999358901898
AT_Stress_Space,Leaf,Light_Effect_Ground,Drought,6.91846150353249
AT_Stress_Space,Leaf,Light_Effect_Ground,Hypoxia,3.9344763069141897
AT_Stress_Space,Leaf,Light_Effect_Ground,Heat,-0.8533282625522847
AT_Stress_Space,Leaf,Light_Effect_Ground,Biotic,12.64750480466439
AT_Stress_Space,Leaf,Light_Effect_Ground,Osmotic,0.5557296006630557
AT_Stress_Space,Leaf,Light_Effect_Ground,Salt,-0.12466770486262901
AT_Stress_Space,Leaf,Light_Effect_Ground,Biotic.Hormone,4.253668634832304
AT_Stress_Space,Leaf,Light_Effect_Ground,Hormone,4.291694320094216
AT_Stress_Space,Leaf,Light_Effect_Ground,Light,2.1379501241869217
AT_Stress_Space,Leaf,Light_Effect_Ground,FarRed,-1.8771304625472152
AT_Stress_Space,Leaf,Light_Effect_Ground,LowPH,-1.4087557552674927
AT_Stress_Space,Leaf,Light_Effect_Ground,Nitrogen,-0.4158093031800645
AT_Stress_Space,Leaf,Light_Effect_Ground,Cold,1.007687536863004
AT_Stress_Space,Leaf,Light_Effect_Ground,FeDeficiency,0.8527766962492193
AT_Stress_Space,Leaf,Light_Effect_Ground,Herbicide,1.6224200048859478
AT_Stress_Space,Leaf,Light_Effect_Ground,UV,-1.1305042799797234
AT_Stress_Space,Leaf,Light_Effect_Ground,Wounding,-0.3361846650455387
AT_Stress_Space,Leaf,Light_Effect_Ground,Genotoxic,-1.0524893903406016
AT_Stress_Space,Leaf,Light_Effect_Ground,Drought.Light,-2.0280451183850627
AT_Stress_Space,Leaf,Light_Effect_Ground,Radiation,0.7116194927444945
AT_Stress_Space,Root,Light_Effect_Ground,Drought,3.991594389958124
AT_Stress_Space,Root,Light_Effect_Ground,Hypoxia,-3.1555092524434083
AT_Stress_Space,Root,Light_Effect_Ground,Heat,-2.530149692162074
AT_Stress_Space,Root,Light_Effect_Ground,Biotic,26.282220742559726
AT_Stress_Space,Root,Light_Effect_Ground,Osmotic,1.165287074290605
AT_Stress_Space,Root,Light_Effect_Ground,Salt,0.10523479999279983
AT_Stress_Space,Root,Light_Effect_Ground,Biotic.Hormone,27.678064800306085
AT_Stress_Space,Root,Light_Effect_Ground,Hormone,5.431307654613429
AT_Stress_Space,Root,Light_Effect_Ground,Light,-8.688158914435625
AT_Stress_Space,Root,Light_Effect_Ground,FarRed,0.9854149096113484
AT_Stress_Space,Root,Light_Effect_Ground,LowPH,3.4535953858375468
AT_Stress_Space,Root,Light_Effect_Ground,Nitrogen,1.4840116012420181
AT_Stress_Space,Root,Light_Effect_Ground,Cold,5.915051940976766
AT_Stress_Space,Root,Light_Effect_Ground,FeDeficiency,0.9043028840860208
AT_Stress_Space,Root,Light_Effect_Ground,Herbicide,2.210798558364589
AT_Stress_Space,Root,Light_Effect_Ground,UV,-0.9485628882909755
AT_Stress_Space,Root,Light_Effect_Ground,Wounding,4.274624648189972
AT_Stress_Space,Root,Light_Effect_Ground,Genotoxic,6.713192262523335
AT_Stress_Space,Root,Light_Effect_Ground,Drought.Light,3.6253582961048014
AT_Stress_Space,Root,Light_Effect_Ground,Radiation,-1.115415661220788
AT_Stress_Space,Leaf,Interaction,Drought,4.718870797602122
AT_Stress_Space,Leaf,Interaction,Hypoxia,-4.275309701956807
AT_Stress_Space,Leaf,Interaction,Heat,7.622008585100119
AT_Stress_Space,Leaf,Interaction,Biotic,-9.216114659285228
AT_Stress_Space,Leaf,Interaction,Osmotic,-5.966987466739468
AT_Stress_Space,Leaf,Interaction,Salt,-3.0256734078778194
AT_Stress_Space,Leaf,Interaction,Biotic.Hormone,0.23504862036794627
AT_Stress_Space,Leaf,Interaction,Hormone,-4.780962639824758
AT_Stress_Space,Leaf,Interaction,Light,5.029333035446605
AT_Stress_Space,Leaf,Interaction,FarRed,7.849116124009679
AT_Stress_Space,Leaf,Interaction,LowPH,0.5500583943266544
AT_Stress_Space,Leaf,Interaction,Nitrogen,2.0075236423912983
AT_Stress_Space,Leaf,Interaction,Cold,6.2657366280879
AT_Stress_Space,Leaf,Interaction,FeDeficiency,0.569500556422297
AT_Stress_Space,Leaf,Interaction,Herbicide,4.127493903156507
AT_Stress_Space,Leaf,Interaction,UV,-9.864142384664584
AT_Stress_Space,Leaf,Interaction,Wounding,-8.616594914844026
AT_Stress_Space,Leaf,Interaction,Genotoxic,-12.70427381305764
AT_Stress_Space,Leaf,Interaction,Drought.Light,10.501347325142962
AT_Stress_Space,Leaf,Interaction,Radiation,-4.7307641835785965
AT_Stress_Space,Root,Interaction,Drought,-0.32783725755678184
AT_Stress_Space,Root,Interaction,Hypoxia,13.795154429675966
AT_Stress_Space,Root,Interaction,Heat,18.269299358476548
AT_Stress_Space,Root,Interaction,Biotic,-31.984349737468733
AT_Stress_Space,Root,Interaction,Osmotic,2.4894607389675154
AT_Stress_Space,Root,Interaction,Salt,5.149553470768269
AT_Stress_Space,Root,Interaction,Biotic.Hormone,-44.17462612869088
AT_Stress_Space,Root,Interaction,Hormone,-2.4936004155301443
AT_Stress_Space,Root,Interaction,Light,17.900657015251426
AT_Stress_Space,Root,Interaction,FarRed,1.2791769653626446
AT_Stress_Space,Root,Interaction,LowPH,10.570638647862125
AT_Stress_Space,Root,Interaction,Nitrogen,-0.5233992595165162
AT_Stress_Space,Root,Interaction,Cold,-9.778111643255839
AT_Stress_Space,Root,Interaction,FeDeficiency,7.264373956248185
AT_Stress_Space,Root,Interaction,Herbicide,0.6336584451395115
AT_Stress_Space,Root,Interaction,UV,7.462992518162285
AT_Stress_Space,Root,Interaction,Wounding,2.6741955882741433
AT_Stress_Space,Root,Interaction,Genotoxic,-7.702678116498054
AT_Stress_Space,Root,Interaction,Drought.Light,3.2731081684666923
AT_Stress_Space,Root,Interaction,Radiation,5.804415020122686
AT_Stress_Meta,Leaf,Flight_Red,DrouSaTic,-8.89136215653296
AT_Stress_Meta,Leaf,Flight_Red,Hypoxia,-9.789032008380467
AT_Stress_Meta,Leaf,Flight_Red,Heat,-10.31444103405549
AT_Stress_Meta,Leaf,Flight_Red,BioMone,3.0683941468153226
AT_Stress_Meta,Leaf,Flight_Red,LighUV,-24.29087941546684
AT_Stress_Meta,Leaf,Flight_Red,FarRed,-17.82024955233435
AT_Stress_Meta,Leaf,Flight_Red,LowPH,-0.34609623882060936
AT_Stress_Meta,Leaf,Flight_Red,Nitrogen,3.664105364143835
AT_Stress_Meta,Leaf,Flight_Red,Cold,4.550476468641396
AT_Stress_Meta,Leaf,Flight_Red,FeDeficiency,1.2591246541654206
AT_Stress_Meta,Leaf,Flight_Red,Herbicide,0.7355353189261691
AT_Stress_Meta,Leaf,Flight_Red,Wounding,-10.995087840439211
AT_Stress_Meta,Leaf,Flight_Red,Genotoxic,-18.071236152813256
