Space,Organ,Contrast,Stress_Axis,PhysioScore
AT_Stress_Space,Leaf,Flight_Red,Drought,-10.248160662829322
AT_Stress_Space,Leaf,Flight_Red,Hypoxia,-9.789032008380467
AT_Stress_Space,Leaf,Flight_Red,Heat,-10.31444103405549
AT_Stress_Space,Leaf,Flight_Red,Biotic,11.11364145235204
AT_Stress_Space,Leaf,Flight_Red,Osmotic,-20.074283594483767
AT_Stress_Space,Leaf,Flight_Red,Salt,-2.463548251210884
AT_Stress_Space,Leaf,Flight_Red,Biotic.Hormone,6.710514051610975
AT_Stress_Space,Leaf,Flight_Red,Hormone,-2.0647453906310766
AT_Stress_Space,Leaf,Flight_Red,Light,-22.481487201688388
AT_Stress_Space,Leaf,Flight_Red,FarRed,-17.82024955233435
AT_Stress_Space,Leaf,Flight_Red,LowPH,-0.34609623882060936
AT_Stress_Space,Leaf,Flight_Red,Nitrogen,3.664105364143835
AT_Stress_Space,Leaf,Flight_Red,Cold,4.550476468641396
AT_Stress_Space,Leaf,Flight_Red,FeDeficiency,1.2591246541654206
AT_Stress_Space,Leaf,Flight_Red,Herbicide,0.7355353189261691
AT_Stress_Space,Leaf,Flight_Red,UV,-16.51946395193996
AT_Stress_Space,Leaf,Flight_Red,Wounding,-10.995087840439211
AT_Stress_Space,Leaf,Flight_Red,Genotoxic,-18.071236152813256
AT_Stress_Space,Leaf,Flight_Red,Drought.Light,-27.03009161104638
AT_Stress_Space,Leaf,Flight_Red,Radiation,-2.455666426437502
AT_Stress_Space,Root,Flight_Red,Drought,3.185550349777991
AT_Stress_Space,Root,Flight_Red,Hypoxia,1.0349212173323095
AT_Stress_Space,Root,Flight_Red,Heat,0.5297264730453306
AT_Stress_Space,Root,Flight_Red,Biotic,13.138160322699454
AT_Stress_Space,Root,Flight_Red,Osmotic,3.742494253651054
AT_Stress_Space,Root,Flight_Red,Salt,-0.6006822269208055
AT_Stress_Space,Root,Flight_Red,Biotic.Hormone,15.635854453900242
AT_Stress_Space,Root,Flight_Red,Hormone,11.756688353274246
AT_Stress_Space,Root,Flight_Red,Light,-12.059284825114911
AT_Stress_Space,Root,Flight_Red,FarRed,2.2256393814217077
AT_Stress_Space,Root,Flight_Red,LowPH,-2.6729322559537345
AT_Stress_Space,Root,Flight_Red,Nitrogen,17.18804633551145
AT_Stress_Space,Root,Flight_Red,Cold,0.5450479123012459
AT_Stress_Space,Root,Flight_Red,FeDeficiency,4.11904946467327
AT_Stress_Space,Root,Flight_Red,Herbicide,6.598861878507167
AT_Stress_Space,Root,Flight_Red,UV,3.3012630001852856
AT_Stress_Space,Root,Flight_Red,Wounding,11.81510589118731
AT_Stress_Space,Root,Flight_Red,Genotoxic,-2.0625091773551905
AT_Stress_Space,Root,Flight_Red,Drought.Light,-3.836590802599106
AT_Stress_Space,Root,Flight_Red,Radiation,4.394345032662799
AT_Stress_Space,Leaf,Flight_Blue,Drought,-21.885492963963934
AT_Stress_Space,Leaf,Flight_Blue,Hypoxia,-9.44819861333785
AT_Stress_Space,Leaf,Flight_Blue,Heat,-17.083121356603325
AT_Stress_Space,Leaf,Flight_Blue,Biotic,7.682251306972878
AT_Stress_Space,Leaf,Flight_Blue,Osmotic,-14.663025728407353
AT_Stress_Space,Leaf,Flight_Blue,Salt,0.6867928615295644
AT_Stress_Space,Leaf,Flight_Blue,Biotic.Hormone,2.2217967964107244
AT_Stress_Space,Leaf,Flight_Blue,Hormone,-1.5754770709005348
AT_Stress_Space,Leaf,Flight_Blue,Light,-29.648770361321915
AT_Stress_Space,Leaf,Flight_Blue,FarRed,-23.792235213796815
AT_Stress_Space,Leaf,Flight_Blue,LowPH,0.5126011221202289
AT_Stress_Space,Leaf,Flight_Blue,Nitrogen,2.0723910249326014
AT_Stress_Space,Leaf,Flight_Blue,Cold,-2.7229476963095087
AT_Stress_Space,Leaf,Flight_Blue,FeDeficiency,-0.16315259850609545
AT_Stress_Space,Leaf,Flight_Blue,Herbicide,-5.014378589116286
AT_Stress_Space,Leaf,Flight_Blue,UV,-5.5248172872956545
AT_Stress_Space,Leaf,Flight_Blue,Wounding,-2.0423082605496488
AT_Stress_Space,Leaf,Flight_Blue,Genotoxic,-4.314472949415015
AT_Stress_Space,Leaf,Flight_Blue,Drought.Light,-35.50339381780428
AT_Stress_Space,Leaf,Flight_Blue,Radiation,1.5634782643966
AT_Stress_Space,Root,Flight_Blue,Drought,-0.47820678262335137
AT_Stress_Space,Root,Flight_Blue,Hypoxia,-9.60472395990025
AT_Stress_Space,Root,Flight_Blue,Heat,-15.209423193269144
AT_Stress_Space,Root,Flight_Blue,Biotic,18.84028931760846
AT_Stress_Space,Root,Flight_Blue,Osmotic,0.08774644039293389
AT_Stress_Space,Root,Flight_Blue,Salt,-5.855470497681874
AT_Stress_Space,Root,Flight_Blue,Biotic.Hormone,32.13241578228504
AT_Stress_Space,Root,Flight_Blue,Hormone,8.818981114190962
AT_Stress_Space,Root,Flight_Blue,Light,-21.27178292593071
AT_Stress_Space,Root,Flight_Blue,FarRed,-0.03895249355228533
AT_Stress_Space,Root,Flight_Blue,LowPH,-16.697166289653406
AT_Stress_Space,Root,Flight_Blue,Nitrogen,16.227433993785947
AT_Stress_Space,Root,Flight_Blue,Cold,4.4081076145803175
AT_Stress_Space,Root,Flight_Blue,FeDeficiency,-4.049627375660935
AT_Stress_Space,Root,Flight_Blue,Herbicide,3.7544048750030665
AT_Stress_Space,Root,Flight_Blue,UV,-3.213166629686024
AT_Stress_Space,Root,Flight_Blue,Wounding,4.866285654723194
AT_Stress_Space,Root,Flight_Blue,Genotoxic,-1.0730233233804716
AT_Stress_Space,Root,Flight_Blue,Drought.Light,-10.7350572671706
AT_Stress_Space,Root,Flight_Blue,Radiation,-0.2946543262390996
AT_Stress_Space,Leaf,Ground_Red,Drought,0.2727821242115291
AT_Stress_Space,Leaf,Ground_Red,Hypoxia,4.415299189479295
AT_Stress_Space,Leaf,Ground_Red,Heat,-1.0201562286303048
AT_Stress_Space,Leaf,Ground_Red,Biotic,3.4064497672460146
AT_Stress_Space,Leaf,Ground_Red,Osmotic,-2.682723206269351
AT_Stress_Space,Leaf,Ground_Red,Salt,-1.0268825385386915
AT_Stress_Space,Leaf,Ground_Red,Biotic.Hormone,-3.6091534986880145
AT_Stress_Space,Leaf,Ground_Red,Hormone,1.0130404006464302
AT_Stress_Space,Leaf,Ground_Red,Light,4.6912552316329235
AT_Stress_Space,Leaf,Ground_Red,FarRed,-1.9924721994468517
AT_Stress_Space,Leaf,Ground_Red,LowPH,0.5326364883103064
AT_Stress_Space,Leaf,Ground_Red,Nitrogen,-1.1145616015533897
AT_Stress_Space,Leaf,Ground_Red,Cold,-1.6644990087607692
AT_Stress_Space,Leaf,Ground_Red,FeDeficiency,-0.8436598421708209
AT_Stress_Space,Leaf,Ground_Red,Herbicide,0.11003930073106165
AT_Stress_Space,Leaf,Ground_Red,UV,0.25152312016984973
AT_Stress_Space,Leaf,Ground_Red,Wounding,-1.5393150253008787
AT_Stress_Space,Leaf,Ground_Red,Genotoxic,-1.0089971968750089
AT_Stress_Space,Leaf,Ground_Red,Drought.Light,-2.3591163782222915
AT_Stress_Space,Leaf,Ground_Red,Radiation,-1.096764176762225
AT_Stress_Space,Root,Ground_Red,Drought,-2.826594555530822
AT_Stress_Space,Root,Ground_Red,Hypoxia,0.1933880360009037
AT_Stress_Space,Root,Ground_Red,Heat,-1.002502789179407
AT_Stress_Space,Root,Ground_Red,Biotic,3.242466014191286
AT_Stress_Space,Root,Ground_Red,Osmotic,-1.002991927795962
AT_Stress_Space,Root,Ground_Red,Salt,-1.096196199639995
AT_Stress_Space,Root,Ground_Red,Biotic.Hormone,1.391170933701755
AT_Stress_Space,Root,Ground_Red,Hormone,-0.3133250526708138
AT_Stress_Space,Root,Ground_Red,Light,-0.8183460839942929
AT_Stress_Space,Root,Ground_Red,FarRed,1.160404687822043
AT_Stress_Space,Root,Ground_Red,LowPH,1.1603077803698754
AT_Stress_Space,Root,Ground_Red,Nitrogen,0.4304529799381805
AT_Stress_Space,Root,Ground_Red,Cold,-3.310229216944669
AT_Stress_Space,Root,Ground_Red,FeDeficiency,1.1860025353754564
AT_Stress_Space,Root,Ground_Red,Herbicide,-0.059578475377390486
AT_Stress_Space,Root,Ground_Red,UV,0.16236227804483563
AT_Stress_Space,Root,Ground_Red,Wounding,-2.0043077487630936
AT_Stress_Space,Root,Ground_Red,Genotoxic,0.07169801706397272
AT_Stress_Space,Root,Ground_Red,Drought.Light,-1.8732938570819684
AT_Stress_Space,Root,Ground_Red,Radiation,-1.2428074553633994
AT_Stress_Space,Leaf,Ground_Blue,Drought,-6.645679379320961
AT_Stress_Space,Leaf,Ground_Blue,Hypoxia,0.4808228825651049
AT_Stress_Space,Leaf,Ground_Blue,Heat,-0.1668279660780201
AT_Stress_Space,Leaf,Ground_Blue,Biotic,-9.241055037418375
AT_Stress_Space,Leaf,Ground_Blue,Osmotic,-3.238452806932407
AT_Stress_Space,Leaf,Ground_Blue,Salt,-0.9022148336760625
AT_Stress_Space,Leaf,Ground_Blue,Biotic.Hormone,-7.862822133520319
AT_Stress_Space,Leaf,Ground_Blue,Hormone,-3.2786539194477857
AT_Stress_Space,Leaf,Ground_Blue,Light,2.553305107446002
AT_Stress_Space,Leaf,Ground_Blue,FarRed,-0.11534173689963664
AT_Stress_Space,Leaf,Ground_Blue,LowPH,1.941392243577799
AT_Stress_Space,Leaf,Ground_Blue,Nitrogen,-0.6987522983733252
AT_Stress_Space,Leaf,Ground_Blue,Cold,-2.6721865456237732
AT_Stress_Space,Leaf,Ground_Blue,FeDeficiency,-1.6964365384200402
AT_Stress_Space,Leaf,Ground_Blue,Herbicide,-1.5123807041548862
AT_Stress_Space,Leaf,Ground_Blue,UV,1.3820274001495731
AT_Stress_Space,Leaf,Ground_Blue,Wounding,-1.20313036025534
AT_Stress_Space,Leaf,Ground_Blue,Genotoxic,0.04349219346559275
AT_Stress_Space,Leaf,Ground_Blue,Drought.Light,-0.33107125983722874
AT_Stress_Space,Leaf,Ground_Blue,Radiation,-1.8083836695067195
AT_Stress_Space,Root,Ground_Blue,Drought,-6.818188945488946
